Month,ZipCode,ZipName,Footnote,Median Listing Price,Median Listing Price M/M,Median Listing Price Y/Y,Active Listing Count ,Active Listing Count M/M,Active Listing Count Y/Y,Days on Market ,Days on Market M/M,Days on Market Y/Y,New Listing Count ,New Listing Count M/M,New Listing Count Y/Y,Price Increase Count ,Price Increase Count M/M,Price Increase Count Y/Y,Price Decrease Count ,Price Decrease Count M/M,Price Decrease Count Y/Y,Pending Listing Count ,Pending Listing Count M/M,Pending Listing Count Y/Y,Avg Listing Price,Avg Listing Price M/M,Avg Listing Price Y/Y,Total Listing Count,Total Listing Count M/M,Total Listing Count Y/Y,Pending Ratio,Pending Ratio M/M,Pending Ratio Y/Y
2019-02-01 00:00:00,01001,"Agawam, MA",*,209500.000000,0.0411,,47.0,-0.1532,-0.1132,80.75,0.0731,,8.0,-0.5000,-0.5556,0.0,,-1.0000,6.0,-0.5714,-0.6250,1.0,0.0000,0.0000,242888.0000,0.0217,-0.1314,48.0,-0.1504,-0.1111,0.0213,0.0033,0.0024
2019-02-01 00:00:00,01002,"Amherst, MA",,447225.000000,-0.0150,0.1540,56.0,0.1200,-0.2483,111.25,-0.0133,-0.0992,18.0,2.0000,0.2857,0.0,,,8.0,0.0000,1.0000,0.0,,,493027.0000,-0.0132,0.0617,56.0,0.1200,-0.2483,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01005,"Barre, MA",*,241550.000000,-0.0069,0.0679,16.5,-0.3529,0.0313,131.00,0.2358,,2.0,-0.5000,-0.5000,0.0,,,4.0,1.0000,1.0000,0.0,,,343905.0000,0.0343,0.6497,16.5,-0.3529,0.0313,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01007,"Belchertown, MA",,331225.000000,-0.0076,-0.0398,49.0,0.0889,-0.2033,62.75,-0.2324,-0.4136,14.0,-0.2222,-0.4167,0.0,,,10.0,0.2500,1.5000,0.0,,,324858.0000,-0.0221,-0.0564,49.0,0.0889,-0.2033,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01008,"Blandford, MA",*,216275.000000,-0.0333,,9.5,0.0556,,84.50,-0.3088,,4.0,1.0000,1.0000,0.0,,,4.0,,,2.0,0.0000,0.3333,224871.0000,-0.0243,0.0409,11.5,0.0455,0.4375,0.2105,-0.0117,-0.0202
2019-02-01 00:00:00,01010,"Brimfield, MA",*,391000.000000,0.1107,,13.0,0.1304,-0.2353,62.00,-0.0781,-0.4338,2.0,-0.6667,-0.5000,0.0,,,0.0,-1.0000,-1.0000,0.0,,,728494.0000,-0.0352,1.1101,13.0,0.1304,-0.2353,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01013,"Chicopee, MA",*,164950.000000,-0.0424,,26.0,0.0196,-0.1613,57.00,-0.0539,,10.0,-0.1667,-0.4444,0.0,,-1.0000,10.0,0.0000,0.0000,0.0,,,167882.0000,-0.0164,-0.0941,26.0,0.0196,-0.1613,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01020,"Chicopee, MA",,176275.000000,0.0426,-0.0600,42.5,-0.0761,-0.1905,43.00,-0.1179,-0.2586,24.0,0.3333,0.0000,0.0,,,10.0,-0.1667,-0.2857,0.0,,,198310.0000,-0.0161,-0.0162,42.5,-0.0761,-0.1905,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01022,"Chicopee, MA",,131200.000000,0.0096,0.0892,7.0,0.1667,0.2727,33.00,-0.0704,-0.6835,2.0,-0.6667,-0.5000,0.0,,,4.0,0.0000,,0.0,,,141233.0000,0.0545,0.1588,7.0,0.1667,0.2727,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01027,"Easthampton, MA",*,302225.000000,0.0076,,20.5,0.0000,,57.50,-0.2359,,10.0,1.5000,0.6667,0.0,,,6.0,0.5000,2.0000,0.0,,,302747.0000,-0.0243,-0.0470,20.5,0.0000,0.6400,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01028,"East Longmeadow, MA",*,268700.000000,-0.0030,,55.0,0.1111,0.0476,46.25,-0.2802,,28.0,1.0000,0.5556,0.0,,,18.0,0.2857,0.5000,0.0,,,330560.0000,-0.0208,-0.1846,55.0,0.1111,0.0476,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01030,"Feeding Hills, MA",,289950.000000,0.0000,0.1429,22.0,0.1000,0.2941,44.50,-0.3358,-0.4900,8.0,-0.3333,0.3333,0.0,,,4.0,-0.6000,0.0000,0.0,,,326437.0000,-0.0085,0.2073,22.0,0.1000,0.2941,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01033,"Granby, MA",,303700.000000,-0.0162,-0.2212,14.5,-0.2927,-0.2927,138.25,0.1332,-0.3930,4.0,,1.0000,0.0,,,2.0,-0.5000,0.0000,0.0,,,315358.0000,-0.0395,-0.1622,14.5,-0.2927,-0.2927,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01034,"Granville, MA",,337500.000000,-0.1561,-0.1001,15.0,0.0714,0.1538,111.50,0.0773,-0.4178,4.0,1.0000,1.0000,0.0,,,0.0,-1.0000,,1.0,1.0000,,422692.0000,-0.2402,-0.3857,16.0,0.1034,0.2308,0.0667,0.0310,0.0667
2019-02-01 00:00:00,01035,"Hadley, MA",*,679050.000000,0.5260,,15.5,0.1071,-0.0606,63.00,-0.5779,-0.3262,8.0,3.0000,1.0000,0.0,,,0.0,,-1.0000,0.0,,,629134.0000,0.1302,-0.0279,15.5,0.1071,-0.0606,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01036,"Hampden, MA",*,302250.000000,0.1102,-0.0323,16.5,0.1379,0.1786,108.75,-0.0823,,8.0,3.0000,0.3333,0.0,,,0.0,-1.0000,,0.0,,,335695.0000,0.0896,-0.0536,16.5,0.1379,0.1786,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01040,"Holyoke, MA",*,190050.000000,0.0274,-0.0360,33.0,-0.1081,0.1786,63.50,-0.0797,,20.0,1.0000,0.4286,0.0,,,4.0,-0.6000,-0.3333,1.0,0.0000,0.0000,202900.0000,-0.0265,-0.1211,34.0,-0.1053,0.1724,0.0303,0.0033,-0.0054
2019-02-01 00:00:00,01050,"Huntington, MA",*,235050.000000,0.0387,,9.5,-0.1364,0.0556,95.50,0.1900,-0.0591,0.0,,,0.0,,,2.0,0.0000,0.0000,3.0,-0.1429,-0.2500,307373.0000,0.0361,0.6464,12.5,-0.1379,-0.0385,0.3158,-0.0024,-0.1287
2019-02-01 00:00:00,01056,"Ludlow, MA",*,274950.000000,0.0092,,34.5,-0.0548,,73.75,-0.3187,,16.0,0.3333,0.3333,0.0,,,10.0,0.0000,-0.1667,0.0,,,263815.0000,0.0043,-0.0248,34.5,-0.0548,-0.4103,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01057,"Monson, MA",*,268100.000000,0.0174,,31.0,0.1071,,87.50,0.0574,,8.0,-0.3333,-0.2000,0.0,,,10.0,0.2500,4.0000,0.0,,,276296.0000,0.0347,0.1626,31.0,0.1071,0.1481,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01060,"Northampton, MA",,379500.000000,0.0543,0.0427,30.0,-0.0769,-0.2857,159.50,-0.0078,-0.3256,10.0,1.5000,0.0000,0.0,,,2.0,-0.5000,-0.6667,0.0,,,493325.0000,0.0261,-0.0399,30.0,-0.0769,-0.2857,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01062,"Florence, MA",*,301275.000000,-0.0627,,17.5,-0.1250,,123.50,0.1462,,0.0,-1.0000,-1.0000,0.0,,,4.0,-0.3333,0.0000,0.0,,-1.0000,395599.0000,-0.0021,0.0300,17.5,-0.1250,0.2500,0.0000,0.0000,-0.0769
2019-02-01 00:00:00,01069,"Palmer, MA",*,218775.000000,-0.0056,,39.5,-0.0125,,77.00,0.1079,,6.0,-0.2500,-0.2500,0.0,,,10.0,0.2500,0.2500,0.0,,,212566.0000,-0.0101,-0.0010,39.5,-0.0125,0.7174,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01073,"Southampton, MA",,361775.000000,0.0651,-0.1960,12.0,-0.2258,-0.4286,128.50,0.2151,0.0753,6.0,0.5000,-0.4000,0.0,,,2.0,0.0000,0.0000,0.0,,,443261.0000,0.1510,-0.0124,12.0,-0.2258,-0.4286,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01075,"South Hadley, MA",,256025.000000,-0.0063,0.0689,34.0,-0.1807,-0.2273,107.50,0.0859,0.0591,10.0,-0.1667,0.2500,0.0,,,6.0,0.5000,-0.5000,0.0,,,306379.0000,0.0174,0.1142,34.0,-0.1807,-0.2273,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01077,"Southwick, MA",,298250.000000,-0.0824,-0.0857,33.5,-0.0694,-0.2118,60.50,-0.2268,-0.5160,12.0,0.5000,2.0000,0.0,,,6.0,,0.0000,0.0,,,356476.0000,-0.0453,-0.0902,33.5,-0.0694,-0.2118,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01082,"Ware, MA",*,229950.000000,-0.0110,,41.0,0.0380,,89.00,0.0319,,8.0,-0.3333,-0.2000,0.0,,,8.0,0.0000,3.0000,0.0,,,243759.0000,-0.0009,0.3416,41.0,0.0380,1.0500,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01085,"Westfield, MA",,250049.250000,-0.1325,0.0215,68.0,-0.1282,-0.1905,77.00,0.1756,0.0441,22.0,0.2222,-0.3529,0.0,,,22.0,-0.2143,0.0000,2.0,-0.5000,-0.3333,288383.0000,-0.0399,0.0079,70.0,-0.1463,-0.1954,0.0294,-0.0219,-0.0063
2019-02-01 00:00:00,01089,"West Springfield, MA",*,252493.500000,-0.0212,0.1123,70.0,-0.0909,0.1765,92.25,0.0665,,24.0,0.2000,-0.2000,2.0,,,20.0,-0.1667,0.1111,0.0,,,321981.0000,0.0081,0.0972,70.0,-0.0909,0.1765,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01095,"Wilbraham, MA",,299500.000000,0.0453,-0.0613,50.0,-0.0385,-0.0476,67.25,0.0935,-0.0358,14.0,-0.3000,-0.4167,0.0,,,14.0,0.0000,0.1667,0.0,,,360434.0000,0.0433,0.1260,50.0,-0.0385,-0.0476,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01098,"Worthington, MA",,244500.000000,-0.0110,-0.0912,12.0,0.0000,0.6000,178.00,0.0364,-0.0632,2.0,,0.0000,0.0,,,0.0,,,0.0,,,358762.0000,-0.0739,0.2811,12.0,0.0000,0.6000,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01104,"Springfield, MA",*,159828.250000,-0.0011,,41.5,0.1528,,53.50,-0.1894,,28.0,0.7500,0.7500,0.0,,,4.0,-0.6667,0.0000,1.0,-0.5000,0.0000,176072.0000,0.0514,0.2422,42.5,0.1184,0.5455,0.0241,-0.0315,-0.0136
2019-02-01 00:00:00,01106,"Longmeadow, MA",,379950.000000,0.0777,0.0725,53.0,0.1910,0.0600,64.00,-0.2909,-0.2536,18.0,0.1250,0.1250,0.0,,,18.0,-0.1000,0.1250,1.0,0.0000,0.0000,423611.0000,0.0381,0.0547,54.0,0.1868,0.0588,0.0189,-0.0036,-0.0011
2019-02-01 00:00:00,01108,"Springfield, MA",*,147475.000000,0.0169,-0.0601,35.5,0.1094,0.2456,78.50,0.0432,,16.0,1.0000,0.3333,0.0,,,10.0,-0.1667,0.6667,0.0,,,152199.0000,-0.0086,-0.1320,35.5,0.1094,0.2456,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01109,"Springfield, MA",,133000.000000,-0.0237,0.0640,48.5,0.0000,-0.0396,76.50,0.4712,0.0552,16.0,0.1429,0.0000,0.0,,,10.0,0.6667,0.0000,2.0,0.0000,0.0000,145396.0000,-0.0040,0.1759,50.5,0.0000,-0.0381,0.0412,0.0000,0.0016
2019-02-01 00:00:00,01118,"Springfield, MA",*,179828.250000,0.0633,-0.0007,37.5,-0.1071,0.0135,58.00,-0.0211,,12.0,-0.1429,-0.3333,0.0,,-1.0000,12.0,0.5000,0.5000,0.0,,,185156.0000,0.0250,0.0062,37.5,-0.1071,0.0135,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01119,"Springfield, MA",*,169250.000000,-0.0021,,33.0,0.0476,,62.25,-0.0386,,16.0,0.6000,0.1429,0.0,,,8.0,0.3333,,0.0,,,175249.0000,0.0614,0.0030,33.0,0.0476,0.6098,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01129,"Springfield, MA",*,194750.000000,0.0496,,11.5,-0.2333,-0.1481,72.25,0.0176,0.0105,6.0,2.0000,2.0000,0.0,,,6.0,0.5000,0.5000,1.0,0.0000,0.0000,196550.0000,0.0072,0.1399,12.5,-0.2188,-0.1379,0.0870,0.0203,0.0129
2019-02-01 00:00:00,01151,"Indian Orchard, MA",,154525.000000,-0.0609,0.1882,8.0,-0.1111,0.3333,20.50,-0.3788,-0.2807,6.0,0.5000,2.0000,0.0,,,0.0,,,0.0,,,151193.0000,-0.0512,0.0659,8.0,-0.1111,0.3333,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01201,"Pittsfield, MA",,201000.000000,0.0321,0.1671,144.0,0.0035,-0.0972,91.25,-0.0965,-0.2744,50.0,0.7857,0.0870,0.0,,,16.0,-0.2000,-0.2727,54.0,-0.0092,0.1134,302338.0000,0.0176,0.2400,198.0,0.0000,-0.0481,0.3750,-0.0048,0.0709
2019-02-01 00:00:00,01220,"Adams, MA",,131990.000000,-0.0219,0.0250,26.0,-0.0189,0.0000,93.50,0.1579,-0.1538,0.0,-1.0000,-1.0000,0.0,,,0.0,-1.0000,,8.5,-0.4138,0.1333,162710.0000,-0.1194,0.0742,34.5,-0.1585,0.0299,0.3269,-0.2202,0.0385
2019-02-01 00:00:00,01223,"Becket, MA",,304725.000000,0.0182,0.1081,36.0,-0.1325,-0.3394,167.50,0.0948,0.0485,4.0,,0.0000,0.0,,,0.0,,,4.5,-0.1000,-0.4000,308815.0000,0.0012,0.0844,40.5,-0.1290,-0.3468,0.1250,0.0045,-0.0126
2019-02-01 00:00:00,01226,"Dalton, MA",,317950.000000,0.0078,0.3316,25.5,-0.0192,0.0625,65.00,0.2150,-0.1824,10.0,1.5000,1.5000,0.0,,,6.0,0.5000,2.0000,12.5,0.2500,1.5000,365599.0000,0.0166,0.3226,38.0,0.0556,0.3103,0.4902,0.1056,0.2819
2019-02-01 00:00:00,01230,"Great Barrington, MA",*,612550.000000,-0.0200,,132.0,0.0154,0.0353,231.50,0.0416,0.7212,14.0,1.3333,0.0000,0.0,,,2.0,-0.7500,-0.5000,13.0,-0.1034,-0.0370,914048.0000,0.0000,0.1921,145.0,0.0035,0.0284,0.0985,-0.0131,-0.0074
2019-02-01 00:00:00,01235,"Hinsdale, MA",,299500.000000,0.0564,0.1208,16.0,-0.0857,-0.2558,105.00,-0.1232,-0.2179,6.0,2.0000,0.5000,0.0,,,0.0,-1.0000,-1.0000,3.0,-0.4545,-0.5385,441752.0000,-0.0189,0.6180,19.0,-0.1739,-0.3214,0.1875,-0.1268,-0.1148
2019-02-01 00:00:00,01237,"Lanesborough, MA",*,279049.500000,0.0306,-0.1281,51.0,0.0099,0.2289,139.25,0.1414,,6.0,-0.5000,-0.4000,0.0,,,0.0,-1.0000,-1.0000,3.5,0.4000,-0.5333,347486.0000,0.0595,0.0463,54.5,0.0283,0.1122,0.0686,0.0191,-0.1121
2019-02-01 00:00:00,01238,"Lee, MA",*,272000.000000,-0.0523,,21.5,-0.0444,-0.3281,134.50,-0.0561,-0.2874,10.0,4.0000,4.0000,0.0,,,0.0,-1.0000,-1.0000,9.5,0.1176,0.1875,307289.0000,-0.0879,-0.3140,31.0,0.0000,-0.2250,0.4419,0.0641,0.1919
2019-02-01 00:00:00,01240,"Lenox, MA",,617050.000000,0.1530,-0.1173,82.5,-0.0934,0.0443,182.00,0.2174,-0.0877,14.0,0.7500,2.5000,0.0,,,4.0,0.0000,,15.5,0.3478,0.2917,820816.0000,0.1182,-0.1096,98.0,-0.0439,0.0769,0.1879,0.0615,0.0360
2019-02-01 00:00:00,01245,"Monterey, MA",,574050.000000,0.0455,-0.2033,16.5,0.0000,-0.2667,212.50,0.1822,-0.0566,2.0,,,0.0,,,0.0,,,3.0,2.0000,0.0000,711283.0000,-0.0638,-0.2708,19.5,0.1143,-0.2353,0.1818,0.1212,0.0485
2019-02-01 00:00:00,01247,"North Adams, MA",,122300.000000,0.3214,0.0187,40.0,0.0959,0.0000,76.00,-0.3122,-0.3532,10.0,0.2500,0.0000,0.0,,,0.0,-1.0000,-1.0000,18.5,0.6818,-0.0263,126315.0000,0.0814,-0.0893,58.5,0.2316,-0.0085,0.4625,0.1611,-0.0125
2019-02-01 00:00:00,01253,"Otis, MA",*,308800.000000,-0.0558,,34.0,0.1930,,129.75,0.0464,,2.0,-0.6667,-0.5000,0.0,,,0.0,-1.0000,,2.5,0.0000,0.0000,439980.0000,0.1135,0.1965,36.5,0.1774,0.4314,0.0735,-0.0142,-0.0352
2019-02-01 00:00:00,01254,"Richmond, MA",,639050.000000,-0.0039,-0.0840,31.5,0.0000,0.1667,172.50,0.0849,-0.0363,0.0,,,0.0,,,8.0,,,1.5,-0.2500,-0.4000,868102.0000,-0.0202,-0.1446,33.0,-0.0149,0.1186,0.0476,-0.0159,-0.0450
2019-02-01 00:00:00,01255,"Sandisfield, MA",,336550.000000,0.0000,0.0228,22.0,0.0000,-0.0435,274.25,0.0448,-0.0494,4.0,,,0.0,,,0.0,,-1.0000,1.0,0.0000,-0.7143,367495.0000,0.0057,-0.1177,23.0,0.0000,-0.1321,0.0455,0.0000,-0.1067
2019-02-01 00:00:00,01257,"Sheffield, MA",*,419800.000000,-0.0124,,34.5,0.1897,,150.25,0.0694,,0.0,-1.0000,-1.0000,0.0,,,6.0,,,3.0,0.0000,2.0000,556984.0000,-0.0790,0.0261,37.5,0.1719,0.3393,0.0870,-0.0165,0.0499
2019-02-01 00:00:00,01258,"South Egremont, MA",*,584050.000000,-0.1070,,13.5,-0.0357,-0.3077,317.00,0.3072,0.4676,2.0,,,0.0,,,0.0,,,0.0,,-1.0000,836830.0000,-0.1173,-0.4468,13.5,-0.0357,-0.4000,0.0000,0.0000,-0.1538
2019-02-01 00:00:00,01262,"Stockbridge, MA",,563550.000000,-0.0200,-0.0326,48.5,0.1279,-0.1182,152.00,0.1280,-0.1717,6.0,0.5000,0.5000,0.0,,,0.0,-1.0000,,3.0,-0.2500,-0.6250,976435.0000,-0.0661,0.3590,51.5,0.0957,-0.1825,0.0619,-0.0312,-0.0836
2019-02-01 00:00:00,01266,"West Stockbridge, MA",,624800.000000,-0.0516,0.0932,30.0,-0.0164,0.0909,197.50,0.0661,0.1970,4.0,0.0000,,0.0,,,0.0,-1.0000,,2.0,1.0000,-0.5556,1406069.0000,0.0167,1.1815,32.0,0.0159,0.0000,0.0667,0.0339,-0.0970
2019-02-01 00:00:00,01267,"Williamstown, MA",,699550.000000,0.2288,-0.0766,47.5,-0.1038,0.0440,208.00,0.1304,0.1524,0.0,-1.0000,-1.0000,0.0,,,4.0,,0.0000,15.0,0.2500,2.0000,892744.0000,0.0633,0.0391,62.5,-0.0385,0.2376,0.3158,0.0894,0.2059
2019-02-01 00:00:00,01301,"Greenfield, MA",,210800.000000,0.0539,0.1303,51.5,0.0198,0.1319,103.75,0.2730,-0.0695,6.0,0.0000,-0.2500,0.0,,,6.0,-0.2500,,0.0,,-1.0000,239746.0000,0.0382,0.1131,51.5,0.0198,0.1075,0.0000,0.0000,-0.0220
2019-02-01 00:00:00,01331,"Athol, MA",*,179975.000000,0.0071,,49.5,-0.0917,,118.00,0.0466,,8.0,-0.3333,-0.5000,4.0,,,16.0,1.0000,3.0000,0.0,,,205270.0000,0.0162,0.0614,49.5,-0.0917,0.3200,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01360,"Northfield, MA",,340050.000000,0.0228,0.2302,9.0,-0.1000,-0.2500,106.25,0.1644,-0.4210,2.0,0.0000,0.0000,0.0,,,0.0,,-1.0000,0.0,,,318724.0000,0.0090,0.1810,9.0,-0.1000,-0.2500,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01364,"Orange, MA",,175675.000000,0.0519,0.0215,22.5,0.1842,0.1842,72.25,-0.1623,-0.1321,12.0,5.0000,0.5000,0.0,,,2.0,-0.7500,-0.5000,0.0,,,192187.0000,-0.0202,0.0666,22.5,0.1842,0.1842,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01373,"South Deerfield, MA",,338800.000000,-0.0181,0.0589,6.0,0.2000,-0.1429,127.00,0.1289,0.2512,2.0,,,0.0,,,0.0,,,0.0,,,307622.0000,-0.0329,-0.1924,6.0,0.2000,-0.1429,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01420,"Fitchburg, MA",,229950.000000,0.0231,0.0789,52.5,-0.2905,-0.3269,71.50,0.2222,-0.0833,14.0,-0.4615,-0.5882,0.0,,-1.0000,16.0,-0.2000,-0.2727,0.0,,,248427.0000,0.0176,0.0854,52.5,-0.2905,-0.3269,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01430,"Ashburnham, MA",,272950.000000,0.0010,0.0238,21.0,0.0000,-0.0233,135.50,0.1483,0.1459,4.0,0.0000,-0.3333,0.0,,,10.0,0.2500,0.6667,0.0,,,301243.0000,0.0051,0.0430,21.0,0.0000,-0.0233,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01431,"Ashby, MA",*,304300.000000,0.0632,0.0495,7.5,-0.3478,0.0714,119.75,0.4784,,0.0,-1.0000,-1.0000,0.0,,,2.0,-0.6667,,0.0,,,436609.0000,-0.0074,0.4369,7.5,-0.3478,0.0714,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01432,"Ayer, MA",,425050.000000,-0.0173,-0.0256,16.0,0.0000,-0.4286,35.25,-0.3188,-0.1657,8.0,0.3333,-0.2000,0.0,,-1.0000,2.0,0.0000,-0.5000,0.0,,,408679.0000,-0.0384,0.0846,16.0,0.0000,-0.4286,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01440,"Gardner, MA",,220500.000000,-0.0235,-0.0306,38.0,-0.2245,-0.1264,65.50,-0.0934,-0.0643,18.0,0.1250,0.1250,0.0,-1.0000,,12.0,0.5000,0.2000,0.0,-1.0000,,218512.0000,-0.0532,-0.0085,38.0,-0.2400,-0.1264,0.0000,-0.0204,0.0000
2019-02-01 00:00:00,01450,"Groton, MA",,527500.000000,-0.0046,-0.0933,33.5,0.0308,-0.1299,50.50,-0.4511,-0.4420,14.0,0.7500,0.0000,0.0,-1.0000,-1.0000,2.0,0.0000,-0.5000,0.0,,,517891.0000,0.0286,-0.1630,33.5,0.0308,-0.1299,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01451,"Harvard, MA",*,736550.000000,-0.0167,0.0552,21.5,0.0000,-0.0851,190.00,0.0615,,4.0,0.0000,-0.3333,0.0,,,0.0,-1.0000,-1.0000,0.0,,,856521.0000,-0.0153,0.1534,21.5,0.0000,-0.0851,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01452,"Hubbardston, MA",*,362450.000000,0.0318,,22.0,-0.0833,-0.1200,133.25,0.2482,,6.0,0.5000,-0.5000,0.0,,,0.0,,-1.0000,0.0,,,362398.0000,0.0590,0.2263,22.0,-0.0833,-0.1200,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01453,"Leominster, MA",,278700.000000,0.0618,0.1495,63.5,0.1239,0.0000,31.75,-0.3520,-0.4405,44.0,0.5714,0.3750,0.0,,,8.0,-0.6000,-0.2000,0.0,,,307893.0000,0.0032,0.1083,63.5,0.1239,0.0000,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01460,"Littleton, MA",*,589050.000000,-0.0109,,23.5,0.0682,-0.1607,49.50,-0.1081,-0.4438,6.0,-0.2500,-0.2500,0.0,,,4.0,1.0000,0.0000,0.0,,,566312.0000,0.0099,-0.1355,23.5,0.0682,-0.1607,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01462,"Lunenburg, MA",*,316950.000000,-0.0990,,32.0,-0.1233,,89.50,0.0719,,6.0,-0.4000,-0.2500,0.0,,,6.0,-0.2500,2.0000,0.0,,,396346.0000,-0.0446,0.2339,32.0,-0.1233,0.5610,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01463,"Pepperell, MA",*,446500.000000,0.0092,,25.0,-0.1803,0.2195,94.50,0.0618,,8.0,-0.2000,0.0000,0.0,-1.0000,,0.0,-1.0000,-1.0000,0.0,,,455413.0000,0.0174,0.0794,25.0,-0.1803,0.2195,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01464,"Shirley, MA",,399275.000000,-0.0006,0.1227,8.5,0.1333,-0.1053,74.50,-0.3686,-0.0387,8.0,,1.0000,0.0,,,2.0,,0.0000,0.0,,,372861.0000,-0.0160,0.1533,8.5,0.1333,-0.1053,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01468,"Templeton, MA",,266250.000000,0.1574,0.1388,13.5,-0.3077,-0.2895,73.50,0.0576,-0.3241,4.0,-0.3333,-0.6000,2.0,,,4.0,0.0000,0.0000,0.0,,,251689.0000,0.0888,0.0462,13.5,-0.3077,-0.2895,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01469,"Townsend, MA",*,319500.000000,-0.0168,,15.5,0.0690,,62.00,0.0164,,2.0,0.0000,-0.6667,0.0,,,6.0,2.0000,,0.0,,,318899.0000,0.0018,-0.1240,15.5,0.0690,0.5500,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01473,"Westminster, MA",*,450025.000000,0.0056,,46.0,0.0575,,121.00,0.0041,,12.0,1.0000,0.2000,8.0,3.0000,,8.0,0.0000,3.0000,0.0,,,434043.0000,0.0167,0.2253,46.0,0.0575,0.6429,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01475,"Winchendon, MA",,218275.000000,-0.0384,0.2164,17.5,-0.2553,-0.3966,84.25,-0.0344,0.0631,12.0,0.5000,0.2000,0.0,,,2.0,-0.6667,-0.6667,0.0,,,218822.0000,-0.0617,0.1643,17.5,-0.2553,-0.3966,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01501,"Auburn, MA",,283750.000000,0.0046,0.0319,26.5,-0.1719,-0.2933,72.75,0.0543,0.2176,16.0,1.0000,-0.2000,0.0,,,0.0,-1.0000,-1.0000,0.0,,,329046.0000,0.0794,0.1109,26.5,-0.1719,-0.2933,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01504,"Blackstone, MA",*,338750.000000,0.0008,,30.5,0.0893,,40.50,0.2960,,6.0,-0.7000,-0.2500,0.0,,,2.0,0.0000,-0.6667,1.5,-0.2500,-0.2500,338702.0000,-0.0215,0.1630,32.0,0.0667,0.8824,0.0492,-0.0222,-0.0842
2019-02-01 00:00:00,01505,"Boylston, MA",,745050.000000,0.0000,0.4112,12.5,-0.1667,-0.3750,107.00,0.2700,-0.0339,0.0,-1.0000,-1.0000,0.0,,,2.0,,,0.0,,,667077.0000,-0.0247,0.1991,12.5,-0.1667,-0.3750,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01506,"Brookfield, MA",,229550.000000,-0.0022,0.2001,11.0,-0.0833,0.2941,44.75,-0.6031,-0.6066,4.0,1.0000,0.0000,0.0,,,4.0,,1.0000,0.0,,,232394.0000,-0.0340,0.0829,11.0,-0.0833,0.2941,0.0000,0.0000,0.0000
2019-02-01 00:00:00,01507,"Charlton, MA",,327500.000000,0.0693,0.0918,39.5,0.0972,0.3621,72.50,-0.0169,-0.1989,6.0,-0.4000,-0.4000,0.0,,,10.0,0.2500,,0.0,,,326721.0000,0.0087,0.0202,39.5,0.0972,0.3621,0.0000,0.0000,0.0000
